First Name,Email Address,Company,Campaign Name,Sequence,Email Version,Target Segment,Pre Delivery Check Status,Pre Delivery Check Message,Mail Sent Status,Sent Timestamp,Message ID,Post Delivery Check Status,Post Delivery Check Message,Is Opened?,First Open Time,Link Clicked,Is Replied?,Reply Timestamp,Unsubscribed,Follow-Up Status
Daniel,daniel.45@cybercore.com,CyberCore,Security Leadership,2,V2,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-07 17:08:00,MSG-0045-2,Passed,Post-delivery verification passed,Yes,2026-08-07 18:40:00,Yes,No,,No,Pending
Emily,emily.46@redshield.com,RedShield,ACPT Outreach,1,V2,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-06 10:15:00,MSG-0046-1,Passed,Post-delivery verification passed,Yes,2026-08-06 11:45:00,No,No,,No,Pending
Emily,emily.46@redshield.com,RedShield,ACPT Outreach,2,V3,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-01 11:15:00,MSG-0046-2,Passed,Post-delivery verification passed,Yes,2026-08-01 12:50:00,No,No,,No,Pending
Emily,emily.46@redshield.com,RedShield,ACPT Outreach,3,V1,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-03 12:15:00,MSG-0046-3,Passed,Post-delivery verification passed,Yes,2026-08-03 13:55:00,Yes,No,,No,Due
James,james.47@cloudforge.com,CloudForge,Enterprise Red Team,1,V3,Security Team,Passed,Pre-delivery checks passed,Failed,,MSG-0047-1,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
James,james.47@cloudforge.com,CloudForge,Enterprise Red Team,2,V1,Security Team,Passed,Pre-delivery checks passed,Failed,,MSG-0047-2,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
James,james.47@cloudforge.com,CloudForge,Enterprise Red Team,3,V2,Security Team,Passed,Pre-delivery checks passed,Failed,,MSG-0047-3,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Olivia,olivia.48@datasecure.com,DataSecure,AltSecCON 2026,1,V1,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-01 16:29:00,MSG-0048-1,Passed,Post-delivery verification passed,Yes,2026-08-01 18:05:00,No,No,,No,Pending
Olivia,olivia.48@datasecure.com,DataSecure,AltSecCON 2026,2,V2,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-03 17:29:00,MSG-0048-2,Passed,Post-delivery verification passed,Yes,2026-08-03 19:10:00,No,No,,No,Pending
Olivia,olivia.48@datasecure.com,DataSecure,AltSecCON 2026,3,V3,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-05 09:29:00,MSG-0048-3,Passed,Post-delivery verification passed,Yes,2026-08-05 11:15:00,No,No,,No,Due
Olivia,olivia.48@datasecure.com,DataSecure,AltSecCON 2026,4,V1,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-07 10:29:00,MSG-0048-4,Passed,Post-delivery verification passed,No,,No,No,,No,Due
Arjun,arjun.49@irongate.com,IronGate,Azure Red Team,1,V2,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-02 10:36:00,MSG-0049-1,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Sophia,sophia.50@novatech.com,NovaTech,Security Leadership,1,V3,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-03 13:43:00,MSG-0050-1,Passed,Post-delivery verification passed,Yes,2026-08-03 15:25:00,Yes,Yes,2026-08-03 17:27:00,No,Completed
Sophia,sophia.50@novatech.com,NovaTech,Security Leadership,2,V1,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-05 14:43:00,MSG-0050-2,Passed,Post-delivery verification passed,Yes,2026-08-05 16:30:00,No,No,,No,Pending
David,david.51@acmecorp.com,Acme Corp,ACPT Outreach,1,V1,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-04 16:50:00,MSG-0051-1,Passed,Post-delivery verification passed,Yes,2026-08-04 18:35:00,No,No,,No,Pending
David,david.51@acmecorp.com,Acme Corp,ACPT Outreach,2,V2,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-06 17:50:00,MSG-0051-2,Passed,Post-delivery verification passed,Yes,2026-08-06 19:40:00,Yes,Yes,2026-08-06 21:48:00,No,Completed
Emma,emma.52@northstarsecurity.com,Northstar Security,Enterprise Red Team,1,V2,Security Team,Failed,Invalid recipient data,Failed,,MSG-0052-1,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Emma,emma.52@northstarsecurity.com,Northstar Security,Enterprise Red Team,2,V3,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-07 11:57:00,MSG-0052-2,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Emma,emma.52@northstarsecurity.com,Northstar Security,Enterprise Red Team,3,V1,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-02 12:57:00,MSG-0052-3,Passed,Post-delivery verification passed,Yes,2026-08-02 14:00:00,Yes,Yes,2026-08-02 16:14:00,Yes,Unsubscribed
Ryan,ryan.53@vertexlabs.com,Vertex Labs,AltSecCON 2026,1,V3,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-06 13:04:00,MSG-0053-1,Passed,Post-delivery verification passed,Yes,2026-08-06 14:55:00,No,No,,No,Pending
Ryan,ryan.53@vertexlabs.com,Vertex Labs,AltSecCON 2026,2,V1,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-01 14:04:00,MSG-0053-2,Passed,Post-delivery verification passed,Yes,2026-08-01 15:05:00,No,No,,No,Pending
Ryan,ryan.53@vertexlabs.com,Vertex Labs,AltSecCON 2026,3,V2,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-03 15:04:00,MSG-0053-3,Passed,Post-delivery verification passed,Yes,2026-08-03 16:10:00,No,No,,No,Due
Aisha,aisha.54@bluepeaksystems.com,BluePeak Systems,Azure Red Team,1,V1,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-07 16:11:00,MSG-0054-1,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Aisha,aisha.54@bluepeaksystems.com,BluePeak Systems,Azure Red Team,2,V2,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-02 17:11:00,MSG-0054-2,Passed,Post-delivery verification passed,Yes,2026-08-02 18:15:00,No,No,,No,Pending
Aisha,aisha.54@bluepeaksystems.com,BluePeak Systems,Azure Red Team,3,V3,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-04 09:11:00,MSG-0054-3,Passed,Post-delivery verification passed,Yes,2026-08-04 10:20:00,No,No,,No,Due
Aisha,aisha.54@bluepeaksystems.com,BluePeak Systems,Azure Red Team,4,V1,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-06 10:11:00,MSG-0054-4,Passed,Post-delivery verification passed,Yes,2026-08-06 11:25:00,No,No,,No,Due
Chris,chris.55@cybercore.com,CyberCore,Security Leadership,1,V2,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-01 10:18:00,MSG-0055-1,Passed,Post-delivery verification passed,Yes,2026-08-01 11:20:00,No,No,,No,Pending
Maya,maya.56@redshield.com,RedShield,ACPT Outreach,1,V3,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-02 13:25:00,MSG-0056-1,Passed,Post-delivery verification passed,Yes,2026-08-02 14:30:00,Yes,No,,No,Pending
Maya,maya.56@redshield.com,RedShield,ACPT Outreach,2,V1,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-04 14:25:00,MSG-0056-2,Passed,Post-delivery verification passed,Yes,2026-08-04 15:35:00,No,No,,No,Pending
Robert,robert.57@cloudforge.com,CloudForge,Enterprise Red Team,1,V1,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-03 16:32:00,MSG-0057-1,Passed,Post-delivery verification passed,Yes,2026-08-03 17:40:00,No,No,,No,Pending
Robert,robert.57@cloudforge.com,CloudForge,Enterprise Red Team,2,V2,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-05 17:32:00,MSG-0057-2,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Ananya,ananya.58@datasecure.com,DataSecure,AltSecCON 2026,1,V2,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-04 10:39:00,MSG-0058-1,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Ananya,ananya.58@datasecure.com,DataSecure,AltSecCON 2026,2,V3,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-06 11:39:00,MSG-0058-2,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Ananya,ananya.58@datasecure.com,DataSecure,AltSecCON 2026,3,V1,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-01 12:39:00,MSG-0058-3,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Kevin,kevin.59@irongate.com,IronGate,Azure Red Team,1,V3,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-05 13:46:00,MSG-0059-1,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Kevin,kevin.59@irongate.com,IronGate,Azure Red Team,2,V1,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-07 14:46:00,MSG-0059-2,Passed,Post-delivery verification passed,Yes,2026-08-07 16:05:00,No,No,,No,Pending
Kevin,kevin.59@irongate.com,IronGate,Azure Red Team,3,V2,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-02 15:46:00,MSG-0059-3,Passed,Post-delivery verification passed,Yes,2026-08-02 17:10:00,No,No,,No,Due
Laura,laura.60@novatech.com,NovaTech,Security Leadership,1,V1,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-06 16:53:00,MSG-0060-1,Passed,Post-delivery verification passed,Yes,2026-08-06 18:10:00,No,No,,No,Pending
Laura,laura.60@novatech.com,NovaTech,Security Leadership,2,V2,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-01 17:53:00,MSG-0060-2,Passed,Post-delivery verification passed,Yes,2026-08-01 19:15:00,No,No,,No,Pending
Laura,laura.60@novatech.com,NovaTech,Security Leadership,3,V3,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-03 09:53:00,MSG-0060-3,Passed,Post-delivery verification passed,No,,No,No,,No,Due
Laura,laura.60@novatech.com,NovaTech,Security Leadership,4,V1,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-05 10:53:00,MSG-0060-4,Passed,Post-delivery verification passed,Yes,2026-08-05 12:25:00,No,No,,No,Due
Alex,alex.61@acmecorp.com,Acme Corp,ACPT Outreach,1,V2,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-07 10:00:00,MSG-0061-1,Passed,Post-delivery verification passed,Yes,2026-08-07 11:20:00,No,No,,No,Pending
Sarah,sarah.62@northstarsecurity.com,Northstar Security,Enterprise Red Team,1,V3,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-01 13:07:00,MSG-0062-1,Passed,Post-delivery verification passed,Yes,2026-08-01 14:30:00,Yes,No,,No,Pending
Sarah,sarah.62@northstarsecurity.com,Northstar Security,Enterprise Red Team,2,V1,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-03 14:07:00,MSG-0062-2,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Michael,michael.63@vertexlabs.com,Vertex Labs,AltSecCON 2026,1,V1,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-02 16:14:00,MSG-0063-1,Passed,Post-delivery verification passed,Yes,2026-08-02 17:40:00,No,No,,No,Pending
Michael,michael.63@vertexlabs.com,Vertex Labs,AltSecCON 2026,2,V2,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-04 17:14:00,MSG-0063-2,Passed,Post-delivery verification passed,Yes,2026-08-04 18:45:00,Yes,No,,No,Pending
Priya,priya.64@bluepeaksystems.com,BluePeak Systems,Azure Red Team,1,V2,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-03 10:21:00,MSG-0064-1,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Priya,priya.64@bluepeaksystems.com,BluePeak Systems,Azure Red Team,2,V3,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-05 11:21:00,MSG-0064-2,Passed,Post-delivery verification passed,Yes,2026-08-05 12:55:00,No,No,,No,Pending
Priya,priya.64@bluepeaksystems.com,BluePeak Systems,Azure Red Team,3,V1,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-07 12:21:00,MSG-0064-3,Passed,Post-delivery verification passed,Yes,2026-08-07 14:00:00,Yes,No,,No,Due
Daniel,daniel.65@cybercore.com,CyberCore,Security Leadership,1,V3,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-04 13:28:00,MSG-0065-1,Passed,Post-delivery verification passed,Yes,2026-08-04 15:00:00,No,No,,Yes,Unsubscribed
Daniel,daniel.65@cybercore.com,CyberCore,Security Leadership,2,V1,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-06 14:28:00,MSG-0065-2,Passed,Post-delivery verification passed,Yes,2026-08-06 16:05:00,No,No,,No,Pending
Daniel,daniel.65@cybercore.com,CyberCore,Security Leadership,3,V2,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-01 15:28:00,MSG-0065-3,Passed,Post-delivery verification passed,No,,No,No,,No,Due
Emily,emily.66@redshield.com,RedShield,ACPT Outreach,1,V1,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-05 16:35:00,MSG-0066-1,Passed,Post-delivery verification passed,Yes,2026-08-05 18:10:00,No,No,,No,Pending
Emily,emily.66@redshield.com,RedShield,ACPT Outreach,2,V2,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-07 17:35:00,MSG-0066-2,Passed,Post-delivery verification passed,Yes,2026-08-07 19:15:00,No,No,,No,Pending
Emily,emily.66@redshield.com,RedShield,ACPT Outreach,3,V3,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-02 09:35:00,MSG-0066-3,Passed,Post-delivery verification passed,Yes,2026-08-02 11:20:00,No,No,,No,Due
Emily,emily.66@redshield.com,RedShield,ACPT Outreach,4,V1,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-04 10:35:00,MSG-0066-4,Passed,Post-delivery verification passed,Yes,2026-08-04 12:25:00,No,No,,No,Due
James,james.67@cloudforge.com,CloudForge,Enterprise Red Team,1,V2,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-06 10:42:00,MSG-0067-1,Passed,Post-delivery verification passed,Yes,2026-08-06 12:20:00,No,No,,No,Pending
Olivia,olivia.68@datasecure.com,DataSecure,AltSecCON 2026,1,V3,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-07 13:49:00,MSG-0068-1,Passed,Post-delivery verification passed,Yes,2026-08-07 15:30:00,Yes,No,,No,Pending
Olivia,olivia.68@datasecure.com,DataSecure,AltSecCON 2026,2,V1,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-02 14:49:00,MSG-0068-2,Passed,Post-delivery verification passed,Yes,2026-08-02 16:35:00,No,No,,No,Pending
Arjun,arjun.69@irongate.com,IronGate,Azure Red Team,1,V1,Red Team Lead,Failed,Invalid recipient data,Failed,,MSG-0069-1,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Arjun,arjun.69@irongate.com,IronGate,Azure Red Team,2,V2,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-03 17:56:00,MSG-0069-2,Passed,Post-delivery verification passed,Yes,2026-08-03 19:45:00,Yes,No,,No,Pending
Sophia,sophia.70@novatech.com,NovaTech,Security Leadership,1,V2,Security Company,Passed,Pre-delivery checks passed,Failed,,MSG-0070-1,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Sophia,sophia.70@novatech.com,NovaTech,Security Leadership,2,V3,Security Company,Passed,Pre-delivery checks passed,Failed,,MSG-0070-2,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Sophia,sophia.70@novatech.com,NovaTech,Security Leadership,3,V1,Security Company,Passed,Pre-delivery checks passed,Failed,,MSG-0070-3,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
David,david.71@acmecorp.com,Acme Corp,ACPT Outreach,1,V3,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-03 13:10:00,MSG-0071-1,Passed,Post-delivery verification passed,Yes,2026-08-03 15:00:00,No,No,,No,Pending
David,david.71@acmecorp.com,Acme Corp,ACPT Outreach,2,V1,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-05 14:10:00,MSG-0071-2,Passed,Post-delivery verification passed,Yes,2026-08-05 15:10:00,No,No,,No,Pending
David,david.71@acmecorp.com,Acme Corp,ACPT Outreach,3,V2,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-07 15:10:00,MSG-0071-3,Passed,Post-delivery verification passed,Yes,2026-08-07 16:15:00,No,No,,No,Due
Emma,emma.72@northstarsecurity.com,Northstar Security,Enterprise Red Team,1,V1,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-04 16:17:00,MSG-0072-1,Passed,Post-delivery verification passed,Yes,2026-08-04 18:10:00,No,No,,No,Pending
Emma,emma.72@northstarsecurity.com,Northstar Security,Enterprise Red Team,2,V2,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-06 17:17:00,MSG-0072-2,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Emma,emma.72@northstarsecurity.com,Northstar Security,Enterprise Red Team,3,V3,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-01 09:17:00,MSG-0072-3,Passed,Post-delivery verification passed,Yes,2026-08-01 10:25:00,No,No,,No,Due
Emma,emma.72@northstarsecurity.com,Northstar Security,Enterprise Red Team,4,V1,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-03 10:17:00,MSG-0072-4,Passed,Post-delivery verification passed,Yes,2026-08-03 11:30:00,No,No,,No,Due
Ryan,ryan.73@vertexlabs.com,Vertex Labs,AltSecCON 2026,1,V2,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-05 10:24:00,MSG-0073-1,Passed,Post-delivery verification passed,Yes,2026-08-05 11:25:00,No,No,,No,Pending
Aisha,aisha.74@bluepeaksystems.com,BluePeak Systems,Azure Red Team,1,V3,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-06 13:31:00,MSG-0074-1,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Aisha,aisha.74@bluepeaksystems.com,BluePeak Systems,Azure Red Team,2,V1,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-01 14:31:00,MSG-0074-2,Passed,Post-delivery verification passed,Yes,2026-08-01 15:40:00,No,No,,No,Pending
Chris,chris.75@cybercore.com,CyberCore,Security Leadership,1,V1,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-07 16:38:00,MSG-0075-1,Passed,Post-delivery verification passed,Yes,2026-08-07 17:45:00,No,No,,No,Pending
Chris,chris.75@cybercore.com,CyberCore,Security Leadership,2,V2,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-02 17:38:00,MSG-0075-2,Passed,Post-delivery verification passed,Yes,2026-08-02 18:50:00,Yes,Yes,2026-08-02 20:56:00,No,Completed
Maya,maya.76@redshield.com,RedShield,ACPT Outreach,1,V2,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-01 10:45:00,MSG-0076-1,Passed,Post-delivery verification passed,Yes,2026-08-01 11:55:00,No,No,,No,Pending
Maya,maya.76@redshield.com,RedShield,ACPT Outreach,2,V3,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-03 11:45:00,MSG-0076-2,Passed,Post-delivery verification passed,Yes,2026-08-03 13:00:00,No,No,,No,Pending
Maya,maya.76@redshield.com,RedShield,ACPT Outreach,3,V1,Enterprise,Passed,Pre-delivery checks passed,Sent,2026-08-05 12:45:00,MSG-0076-3,Passed,Post-delivery verification passed,Yes,2026-08-05 14:05:00,Yes,Yes,2026-08-05 16:17:00,No,Completed
Robert,robert.77@cloudforge.com,CloudForge,Enterprise Red Team,1,V3,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-02 13:52:00,MSG-0077-1,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Robert,robert.77@cloudforge.com,CloudForge,Enterprise Red Team,2,V1,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-04 14:52:00,MSG-0077-2,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Robert,robert.77@cloudforge.com,CloudForge,Enterprise Red Team,3,V2,Security Team,Passed,Pre-delivery checks passed,Sent,2026-08-06 15:52:00,MSG-0077-3,Failed,Post-delivery verification failed,No,,No,No,,No,Not Required
Ananya,ananya.78@datasecure.com,DataSecure,AltSecCON 2026,1,V1,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-03 16:59:00,MSG-0078-1,Passed,Post-delivery verification passed,Yes,2026-08-03 18:15:00,No,No,,No,Pending
Ananya,ananya.78@datasecure.com,DataSecure,AltSecCON 2026,2,V2,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-05 17:59:00,MSG-0078-2,Passed,Post-delivery verification passed,Yes,2026-08-05 19:20:00,No,No,,No,Pending
Ananya,ananya.78@datasecure.com,DataSecure,AltSecCON 2026,3,V3,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-07 09:59:00,MSG-0078-3,Passed,Post-delivery verification passed,Yes,2026-08-07 11:25:00,No,No,,No,Due
Ananya,ananya.78@datasecure.com,DataSecure,AltSecCON 2026,4,V1,CISO,Passed,Pre-delivery checks passed,Sent,2026-08-02 10:59:00,MSG-0078-4,Passed,Post-delivery verification passed,No,,No,No,,No,Due
Kevin,kevin.79@irongate.com,IronGate,Azure Red Team,1,V2,Red Team Lead,Passed,Pre-delivery checks passed,Sent,2026-08-04 10:06:00,MSG-0079-1,Passed,Post-delivery verification passed,No,,No,No,,No,Pending
Laura,laura.80@novatech.com,NovaTech,Security Leadership,1,V3,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-05 13:13:00,MSG-0080-1,Passed,Post-delivery verification passed,Yes,2026-08-05 14:35:00,Yes,No,,No,Pending
Laura,laura.80@novatech.com,NovaTech,Security Leadership,2,V1,Security Company,Passed,Pre-delivery checks passed,Sent,2026-08-07 14:13:00,MSG-0080-2,Passed,Post-delivery verification passed,Yes,2026-08-07 15:40:00,No,No,,No,Pending
